City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Nadym,RU,65.5333,72.5167,52.5,93,69,29.35,broken clouds
339,Harper,LR,4.375,-7.7169,78.51,70,86,10.16,overcast clouds
340,Nicoya,CR,10.1483,-85.452,87.35,68,54,13.24,broken clouds
341,Sterlitamak,RU,53.6246,55.9502,64.89,66,100,5.97,light rain
342,Chulman,RU,56.8479,124.9104,60.53,99,100,3.83,overcast clouds
343,Muskogee,US,35.5834,-95.3336,90.97,66,20,5.75,few clouds
344,Ambunti,PG,-4.2365,142.8448,73.83,99,99,0.6,overcast clouds
345,Touros,BR,-5.1989,-35.4608,83.75,61,2,20.04,clear sky
346,Mbanza-Ngungu,CD,-5.25,14.8667,80.33,34,5,5.79,clear sky
347,Cidreira,BR,-30.1811,-50.2056,66.83,64,8,7.7,clear sky
348,Valley City,US,46.9233,-98.0032,92.39,55,1,5.75,clear sky
349,Anqing,CN,30.5092,117.0506,76.89,85,4,9.69,clear sky
350,Wollongong,AU,-34.4333,150.8833,55.18,89,57,6.2,broken clouds
351,Gao,ML,16.6362,1.637,98.35,30,85,8.03,overcast clouds
352,Salmo,CA,49.1999,-117.2689,76.08,28,16,1.01,few clouds
353,Mamlyutka,KZ,54.9375,68.5394,74.68,55,7,8.32,clear sky
354,Kisangani,CD,0.5167,25.2,79.59,58,85,3.04,overcast clouds
355,Horsham,GB,51.064,-0.3272,75.31,73,40,17.27,scattered clouds
356,Tilichiki,RU,60.4667,166.1,48.33,93,70,2.59,broken clouds
357,Waipawa,NZ,-41.4122,175.5153,40.3,89,0,4.36,clear sky
358,Malakal,SS,9.5334,31.6605,78.12,75,100,4.07,overcast clouds
359,Pochutla,MX,15.7432,-96.4661,91.81,50,30,6.02,scattered clouds
360,Burnie,AU,-41.0667,145.9167,49.91,86,100,12.5,overcast clouds
361,Davila,PH,18.4726,120.5763,81.63,87,100,25.23,moderate rain
362,Shingu,JP,33.7333,135.9833,75.9,92,74,4.14,broken clouds
363,Sechura,PE,-5.5569,-80.8222,75.11,59,48,8.77,scattered clouds
364,Nodeland,NO,58.1552,7.8358,70.7,42,0,5.75,clear sky
365,Labuhan,ID,-6.8844,112.2051,77.52,78,4,6.51,clear sky
366,Verkhnevilyuysk,RU,63.4453,120.3167,60.44,75,100,5.08,overcast clouds
367,Turukhansk,RU,65.8167,87.9833,65.14,66,57,13.44,broken clouds
368,Cumpas,MX,29.9833,-109.7833,82.42,60,100,3.78,light rain
369,Chato,TZ,-2.6378,31.7669,73.96,47,5,2.73,clear sky
370,Westport,US,41.1415,-73.3579,83.16,50,2,1.99,clear sky
371,Tura,IN,25.5198,90.2201,75.22,93,100,5.99,overcast clouds
372,Ambulu,ID,-8.345,113.6058,73.17,83,45,5.21,scattered clouds
373,Manthani,IN,18.65,79.6667,76.68,85,99,9.13,light rain
374,Kayankulam,IN,9.1833,76.5,78.33,83,99,12.57,overcast clouds
375,Mlonggo,ID,-6.5333,110.7,77.99,74,15,8.01,few clouds
376,Kloulklubed,PW,7.0419,134.2556,73.9,75,100,7.76,moderate rain
377,Pizhanka,RU,57.4604,48.542,57.52,84,99,10.22,overcast clouds
378,Qaqortoq,GL,60.7167,-46.0333,54.1,68,11,13.06,few clouds
379,Yerbogachen,RU,61.2767,108.0108,60.71,65,47,3.24,scattered clouds
380,Hutchinson,US,38.0608,-97.9298,91.53,50,1,1.99,clear sky
381,Lagunas,PE,-5.2269,-75.6753,90.19,41,23,2.3,few clouds
382,Buala,SB,-8.145,159.5921,79.54,84,12,5.61,light rain
383,Kutum,SD,14.2,24.6667,80.02,53,90,16.6,overcast clouds
384,Maceio,BR,-9.6658,-35.7353,74.64,83,75,8.05,broken clouds
385,Orange,US,33.7,-117.7675,92.28,76,90,1.01,overcast clouds
386,Dinguiraye,GN,11.3,-10.7167,81.75,65,96,4.38,light rain
387,Nizhniy Odes,RU,63.6445,54.856,56.46,67,92,4.74,overcast clouds
388,Cabedelo,BR,-6.9811,-34.8339,79.47,72,29,17.49,scattered clouds
389,Veraval,IN,20.9,70.3667,82.87,85,100,18.12,overcast clouds
390,Port Keats,AU,-14.25,129.55,70.12,80,16,2.08,few clouds
391,Yumen,CN,40.2833,97.2,82.33,34,43,19.42,scattered clouds
392,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,100,90,11.5,light intensity drizzle
393,Shangrao,CN,28.4532,117.9686,75.04,86,50,4.14,scattered clouds
394,Port-Gentil,GA,-0.7193,8.7815,74.93,75,29,13.49,scattered clouds
395,Alugan,PH,12.2188,125.4808,81.68,74,100,12.41,overcast clouds
396,Wanaka,NZ,-44.7,169.15,35.11,99,18,1.99,few clouds
397,Kranjska Gora,SI,46.4839,13.7894,78.46,76,9,2.48,clear sky
398,Jiuquan,CN,39.7432,98.5174,84.25,27,22,4.16,few clouds
399,Andenes,NO,69.3143,16.1194,53.08,87,75,8.05,broken clouds
400,Grand Forks,US,47.9417,-97.4337,94.59,52,40,9.22,haze
401,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.75,87,1,8.3,clear sky
402,Pisco,PE,-13.7,-76.2167,65.01,72,40,8.05,scattered clouds
403,Quang Ngai,VN,15.1167,108.8,79.23,77,100,3.22,overcast clouds
404,Chumikan,RU,54.7183,135.315,59.07,97,97,1.81,light rain
405,La Romana,DO,18.4273,-68.9728,89.96,70,75,9.22,broken clouds
406,Roma,US,43.2128,-75.4557,78.85,60,75,0.0,broken clouds
407,Dumas,US,35.8656,-101.9732,89.02,42,1,19.57,clear sky
408,Astorga,BR,-23.2325,-51.6656,75.6,33,0,12.91,clear sky
409,Biak,ID,-0.9131,122.8766,74.46,82,98,8.81,overcast clouds
410,Kharan,PK,28.5833,65.4167,97.61,20,71,18.14,broken clouds
411,Luderitz,NA,-26.6481,15.1594,64.6,31,0,8.34,clear sky
412,Vardo,NO,70.3705,31.1107,48.4,87,75,24.16,broken clouds
413,Burgeo,CA,47.6167,-57.6152,58.73,92,99,7.94,overcast clouds
414,High Level,CA,58.5169,-117.136,64.62,66,100,13.04,overcast clouds
415,Hambantota,LK,6.1241,81.1185,79.81,77,70,16.24,broken clouds
416,Tucuman,AR,-26.8241,-65.2226,77.0,29,0,0.0,clear sky
417,Boddam,GB,57.4667,-1.7833,68.43,85,93,5.82,overcast clouds
418,Zalantun,CN,48.0,122.7167,68.54,89,44,4.47,scattered clouds
419,Dicabisagan,PH,17.0818,122.4157,81.55,77,100,6.89,overcast clouds
420,Augusto Correa,BR,-1.0217,-46.635,83.93,65,25,7.85,scattered clouds
421,Nelson Bay,AU,-32.7167,152.15,54.95,94,15,7.23,few clouds
422,Innisfail,AU,-17.5333,146.0333,64.18,84,63,3.71,broken clouds
423,Banjar,ID,-8.19,114.9675,78.66,87,15,7.31,few clouds
424,Marivan,IR,35.5219,46.176,81.39,28,0,5.17,clear sky
425,Ilinskiy,RU,55.619,38.1182,68.68,48,0,11.18,clear sky
426,Houma,US,29.5958,-90.7195,93.2,62,40,8.05,scattered clouds
427,Jumla,NP,29.2747,82.1838,63.61,95,81,1.5,broken clouds
428,Clyde,US,41.3042,-82.9752,76.55,77,77,5.75,broken clouds
429,Ventspils,LV,57.3894,21.5606,66.13,59,40,11.5,scattered clouds
430,Kirakira,SB,-10.4544,161.9205,78.21,86,67,6.85,broken clouds
431,Saldanha,ZA,-33.0117,17.9442,52.97,58,0,7.87,clear sky
432,Dalvik,IS,65.9702,-18.5286,60.22,86,100,2.62,overcast clouds
433,El Tigre,VE,8.8875,-64.2454,87.22,55,84,7.52,broken clouds
434,Portland,US,45.5234,-122.6762,71.53,60,1,1.99,clear sky
435,Palasa,IN,18.7667,84.4167,80.35,89,100,8.34,overcast clouds
436,Quatre Cocos,MU,-20.2078,57.7625,71.1,68,15,12.39,few clouds
437,Vila Velha,BR,-20.3297,-40.2925,75.96,59,59,8.14,broken clouds
438,Sinjar,IQ,36.3209,41.8754,95.49,12,0,13.58,clear sky
439,Fuyang,CN,32.9,115.8167,75.16,92,47,5.95,scattered clouds
440,Cockburn Town,TC,21.4612,-71.1419,87.76,66,40,16.11,scattered clouds
441,Gualaquiza,EC,-3.4,-78.55,75.87,52,64,3.27,light rain
442,Barzas,RU,55.7167,86.3167,71.83,77,99,6.76,overcast clouds
443,Lucea,JM,18.451,-78.1736,86.86,70,77,13.85,broken clouds
444,Marystown,CA,47.1666,-55.1483,62.2,88,98,6.93,overcast clouds
445,Suntar,RU,62.1444,117.6319,58.37,91,94,5.73,overcast clouds
446,Atambua,ID,-9.1061,124.8925,66.07,83,5,5.48,clear sky
447,San Cristobal,VE,7.7669,-72.225,80.28,60,93,7.25,overcast clouds
448,Hirara,JP,24.8,125.2833,82.31,91,100,61.18,moderate rain
449,Smidovich,RU,48.6,133.8167,77.36,74,65,5.61,broken clouds
450,Kizukuri,JP,40.8061,140.3861,74.95,90,24,3.6,few clouds
451,Juneau,US,58.3019,-134.4197,57.25,93,90,11.5,light rain
452,Fort Nelson,CA,58.8053,-122.7002,65.55,46,97,7.27,overcast clouds
453,Batagay,RU,67.6333,134.6333,59.56,54,90,1.83,overcast clouds
454,Tiarei,PF,-17.5333,-149.3333,69.82,68,5,13.09,clear sky
455,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,84,48,9.98,scattered clouds
456,Mahibadhoo,MV,3.7833,72.9667,83.01,74,81,9.48,broken clouds
457,Bambanglipuro,ID,-7.95,110.2833,76.77,81,21,8.61,few clouds
458,Vostok,RU,46.4856,135.8833,69.66,83,40,4.14,scattered clouds
459,Isla Vista,US,34.4133,-119.861,93.34,65,20,6.91,few clouds
460,Ankazoabo,MG,-22.2833,44.5167,65.19,68,33,19.93,scattered clouds
461,Arman,RU,59.7,150.1667,53.22,96,100,1.39,overcast clouds
462,Sosnovo-Ozerskoye,RU,52.5249,111.5418,50.04,82,58,8.37,broken clouds
463,Huitzo,MX,19.9667,-102.0667,71.11,56,21,3.06,few clouds
464,Kiruna,SE,67.8557,20.2251,49.12,62,0,13.8,clear sky
465,Sidi Ali,DZ,36.0998,0.4206,94.82,31,3,10.13,clear sky
466,Launceston,AU,-41.45,147.1667,46.04,94,90,10.36,drizzle
467,Burlington,US,39.8835,-74.6413,83.93,49,20,5.99,few clouds
468,Abu Dhabi,AE,24.4667,54.3667,104.11,53,0,4.61,clear sky
469,Namibe,AO,-15.1961,12.1522,68.7,87,2,6.2,clear sky
470,Namtsy,RU,62.7161,129.6658,66.31,68,100,3.76,overcast clouds
471,Berlevag,NO,70.8578,29.0864,46.4,88,100,31.03,overcast clouds
472,Kingaroy,AU,-26.5333,151.8333,56.03,100,90,3.44,overcast clouds
473,Chervone,UA,49.9564,28.8645,68.54,65,6,4.79,clear sky
474,Codrington,AU,-38.2667,141.9667,47.08,89,62,17.22,broken clouds
475,Viedma,AR,-40.8135,-62.9967,56.57,31,98,19.75,overcast clouds
476,Omboue,GA,-1.5746,9.2618,74.16,75,68,10.13,broken clouds
477,Boueni,YT,-12.9025,45.0761,76.98,68,43,10.2,scattered clouds
478,Lerwick,GB,60.1545,-1.1494,55.4,83,26,7.38,scattered clouds
479,Svetlaya,RU,46.5389,138.3297,69.13,90,72,0.81,broken clouds
480,Oropesa,PE,-13.5928,-71.7719,69.66,17,0,4.61,clear sky
481,Batagay-Alyta,RU,67.8006,130.4114,59.22,73,100,4.18,light rain
482,Molteno,ZA,-31.3968,26.3625,30.2,76,15,9.55,few clouds
483,Corner Brook,CA,48.9667,-57.9484,59.22,98,100,3.33,overcast clouds
484,Nevsehir,TR,38.9167,34.6667,76.21,31,40,13.8,scattered clouds
485,Bzenec,CZ,48.9734,17.2669,81.95,39,51,7.07,broken clouds
486,Flin Flon,CA,54.7682,-101.865,72.9,29,5,17.58,clear sky
487,Pinawa,CA,50.1489,-95.8811,90.12,38,66,7.52,broken clouds
488,Craig,US,40.5153,-107.5464,79.18,43,93,6.6,overcast clouds
489,Novoagansk,RU,61.9449,76.6625,71.06,75,8,10.6,light rain
490,Ust-Tsilma,RU,65.441,52.1498,49.82,98,100,4.0,overcast clouds
491,Dongsheng,CN,39.8161,109.9776,72.86,61,8,11.32,clear sky
492,Ixtapa,MX,20.7,-105.2,89.22,62,75,3.44,broken clouds
493,Peniche,PT,39.3558,-9.3811,76.48,78,29,11.1,scattered clouds
494,Sabang,ID,5.8933,95.3214,83.79,78,98,21.7,overcast clouds
495,Taoudenni,ML,22.6783,-3.9836,106.66,19,33,18.34,scattered clouds
496,Rantepao,ID,-2.9701,119.8978,67.57,99,99,1.14,light rain
497,Dunedin,NZ,-45.8742,170.5036,43.81,81,61,4.03,broken clouds
498,Altus,US,34.6381,-99.334,87.31,60,1,10.36,haze
499,Eregli,TR,37.5133,34.0467,74.77,29,0,9.31,clear sky
500,Srandakan,ID,-7.9386,110.2506,76.87,81,25,8.21,scattered clouds
501,Katobu,ID,-4.9408,122.5276,72.45,91,98,2.95,overcast clouds
502,Udala,ES,43.0778,-2.5125,69.8,88,94,7.0,overcast clouds
503,Sola,VU,-13.8833,167.55,79.61,81,93,15.08,overcast clouds
504,Praia,CV,14.9215,-23.5087,82.94,54,20,20.71,few clouds
505,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,28,0,24.16,clear sky
506,Adamovka,RU,51.5223,59.9396,69.15,80,87,5.68,overcast clouds
507,Nsanje,MW,-16.92,35.262,69.37,70,88,9.33,overcast clouds
508,Smithers,CA,54.7804,-127.1743,50.32,87,75,4.61,light rain
509,Xichang,CN,27.8964,102.2634,66.76,90,96,1.81,overcast clouds
510,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,92.21,22,60,10.18,broken clouds
511,Robertsport,LR,6.7533,-11.3686,74.93,92,100,14.52,heavy intensity rain
512,Keningau,MY,5.3378,116.1602,75.65,91,99,0.43,overcast clouds
513,Axim,GH,4.8699,-2.2405,78.12,72,60,9.91,broken clouds
514,Marsh Harbour,BS,26.5412,-77.0636,83.64,70,100,7.07,overcast clouds
515,Imbituba,BR,-28.24,-48.6703,71.49,57,1,15.14,clear sky
516,Skeldon,GY,5.8833,-57.1333,85.12,76,28,4.25,scattered clouds
517,Elbistan,TR,38.2059,37.1983,74.35,37,1,20.22,clear sky
518,Kapoeta,SS,4.7717,33.5903,77.74,68,80,5.01,light rain
519,Yongan,CN,39.6957,113.6871,66.07,94,34,5.75,scattered clouds
520,Bayanday,RU,53.0661,105.5139,52.88,91,8,2.84,clear sky
521,Severnyy,RU,50.677,36.5532,73.44,46,0,6.71,clear sky
522,Vao,NC,-22.6667,167.4833,70.07,77,100,9.04,overcast clouds
523,Norfolk,US,42.1668,-71.2495,82.36,54,26,1.01,scattered clouds
524,La Primavera,CO,5.4906,-70.4092,75.65,88,100,5.41,overcast clouds
525,Grand-Lahou,CI,5.1367,-5.0242,78.04,73,91,9.62,overcast clouds
526,Svetlyy,RU,54.675,20.1347,71.65,75,14,7.72,few clouds
527,Maryville,US,35.7565,-83.9705,89.49,63,20,1.01,few clouds
528,Yangambi,CD,0.8102,24.4336,74.34,81,87,1.52,light rain
529,Bilhaur,IN,26.85,80.0833,90.61,63,89,5.21,overcast clouds
530,Nalut,LY,30.3333,10.85,95.38,16,0,9.17,clear sky
531,Ibanda,TZ,-2.7974,32.4746,73.65,38,39,2.35,scattered clouds
532,Kidodi,TZ,-7.6036,37.0044,74.68,48,78,4.18,broken clouds
533,Surab,PK,28.4914,66.2585,79.32,37,35,4.59,scattered clouds
534,Cururupu,BR,-1.8283,-44.8683,88.3,50,22,5.77,few clouds
535,Padang,ID,-0.9492,100.3543,77.85,86,42,3.18,light rain
536,Hatillo,PR,18.4863,-66.8254,89.38,71,62,22.37,broken clouds
537,Kapit,MY,2.0167,112.9333,75.2,91,100,1.03,overcast clouds
538,Alta Floresta,BR,-9.8756,-56.0861,96.85,20,6,5.41,clear sky
539,Narasannapeta,IN,18.4167,84.05,79.99,85,100,9.1,overcast clouds
540,Khasan,RU,42.4308,130.6434,74.98,89,100,2.66,overcast clouds
541,Half Moon Bay,US,37.4636,-122.4286,77.0,72,40,0.0,scattered clouds
542,Mangrol,IN,21.1167,70.1167,82.98,84,100,18.25,overcast clouds
543,Cravo Norte,CO,6.3017,-70.2041,74.73,91,99,5.14,overcast clouds
544,Tessalit,ML,20.1986,1.0114,93.07,34,61,20.47,broken clouds
545,Finschhafen,PG,-6.6024,147.8681,77.81,87,98,8.43,overcast clouds
546,Coihaique,CL,-45.5752,-72.0662,46.35,61,75,9.22,broken clouds
547,Menongue,AO,-14.6585,17.691,61.83,15,61,5.53,broken clouds
548,Forssa,FI,60.8146,23.6215,68.95,44,29,6.49,scattered clouds
549,Nizhneudinsk,RU,54.9076,99.0276,58.08,84,45,3.47,scattered clouds
550,Pokrovsk,UA,48.282,37.1758,67.66,56,0,5.66,clear sky
551,Boizenburg,DE,53.3833,10.7167,71.13,57,44,2.86,scattered clouds
552,Marsa Matruh,EG,31.3525,27.2453,80.92,61,0,13.24,clear sky
553,Puksoozero,RU,62.5903,40.6066,50.52,58,69,8.43,broken clouds
554,Whitehorse,CA,60.7161,-135.0538,56.01,49,39,4.9,scattered clouds
555,Sarahan,IN,31.5167,77.8,65.14,88,81,1.03,broken clouds
556,Ilyich,KZ,40.8464,68.5067,85.98,18,0,10.18,clear sky
557,Nalvo,PH,16.8096,120.5108,73.33,97,100,3.44,heavy intensity rain
558,Krasnoselkup,RU,65.7,82.4667,71.08,71,82,22.53,light rain
559,Moosomin,CA,50.1333,-101.6677,76.32,27,0,12.66,clear sky
560,Alice Springs,AU,-23.7,133.8833,45.95,53,0,4.61,clear sky
561,Kununurra,AU,-15.7667,128.7333,60.78,88,27,3.44,scattered clouds
562,Bundaberg,AU,-24.85,152.35,70.21,90,75,7.0,broken clouds
563,Aktau,KZ,43.65,51.2,81.18,58,56,9.31,broken clouds
564,Bahia Blanca,AR,-38.7196,-62.2724,60.69,37,100,14.9,overcast clouds
565,Kamenka,RU,51.3223,42.7678,66.11,54,1,7.92,clear sky
566,Bara,NG,10.3744,10.7288,75.04,88,97,5.66,light rain
567,Msanga,TZ,-6.05,36.0333,70.18,42,27,9.93,scattered clouds
568,Tandil,AR,-37.3217,-59.1332,70.11,49,95,3.0,overcast clouds
569,Nuevo Progreso,MX,23.1667,-97.95,87.6,59,14,10.38,few clouds
570,Voi,KE,-3.3945,38.563,74.12,55,80,16.91,broken clouds
571,Mersing,MY,2.4312,103.8405,80.53,82,94,5.77,light rain
572,Sitka,US,57.0531,-135.33,57.09,88,90,3.44,light rain
573,Najran,SA,17.4924,44.1277,82.63,42,99,13.04,overcast clouds
574,Tabuk,PH,17.4189,121.4443,76.73,83,99,2.37,overcast clouds
575,Zwedru,LR,6.0667,-8.1281,75.58,91,93,4.18,moderate rain
576,Sokoto,NG,13.0609,5.239,87.44,50,99,10.98,overcast clouds
577,Pucara,PE,-15.9803,-71.4606,51.93,23,1,5.55,clear sky
578,Naqadeh,IR,36.9553,45.388,83.73,28,0,5.73,clear sky
579,Uvira,CD,-3.4067,29.1458,78.69,57,23,6.4,few clouds
580,Maxixe,MZ,-23.8597,35.3472,60.71,67,74,11.14,broken clouds
581,Kiama,AU,-34.6833,150.8667,54.57,88,76,1.01,light rain
582,Lorengau,PG,-2.0226,147.2712,80.92,82,62,5.37,broken clouds
583,Marica,BR,-22.9194,-42.8186,80.26,57,0,13.18,clear sky
584,Lithgow,AU,-33.4833,150.15,45.48,97,99,7.9,overcast clouds
585,Pandan,PH,14.0453,124.1694,82.24,79,100,17.94,overcast clouds
586,Batemans Bay,AU,-35.7167,150.1833,52.2,85,100,2.95,light rain
587,Navalmoral De La Mata,ES,39.8916,-5.5406,88.95,14,30,15.28,scattered clouds
588,Hay River,CA,60.8156,-115.7999,58.96,100,90,8.05,mist
589,North Bend,US,43.4065,-124.2243,70.25,71,1,9.22,clear sky
590,Adrar,MR,20.5022,-10.0711,109.13,10,11,6.35,few clouds
591,Sinop,TR,41.7711,34.8709,61.25,84,30,4.18,scattered clouds
592,Northam,GB,51.0333,-4.2167,78.15,65,100,13.67,overcast clouds
593,San Carlos,VE,9.6612,-68.5827,80.28,89,73,3.78,broken clouds
594,Glendive,US,47.1053,-104.7125,84.52,57,20,4.61,few clouds
595,Tabas,IR,33.5959,56.9244,100.54,11,5,15.7,clear sky
596,Kitimat,CA,54.0524,-128.6534,56.91,95,100,2.3,light rain
597,Berdigestyakh,RU,62.0989,126.6992,60.98,94,100,3.27,overcast clouds
598,Healesville,AU,-37.65,145.5167,49.44,86,100,1.01,overcast clouds
599,Kudahuvadhoo,MV,2.6708,72.8944,82.56,77,100,11.3,overcast clouds
600,Comarapa,BO,-17.9,-64.4833,67.91,45,2,8.16,clear sky
601,Seddon,AU,-37.8068,144.8916,49.28,84,90,4.0,overcast clouds
602,Nizhniy Ingash,RU,56.2,96.53,60.39,79,0,5.12,clear sky
603,Voskresenskoye,RU,56.8381,45.4317,56.82,93,79,5.82,broken clouds
604,Ningxiang,CN,37.34,111.2052,65.64,85,3,6.29,clear sky
605,Muravlenko,RU,63.7898,74.523,54.07,86,69,21.74,broken clouds
606,Matara,LK,5.9485,80.5353,76.55,90,93,8.68,overcast clouds
607,Kropotkin,RU,45.4375,40.5756,74.8,55,100,6.89,overcast clouds
608,Tres Arroyos,AR,-38.3739,-60.2798,65.57,36,100,11.18,overcast clouds
609,Nemuro,JP,43.3236,145.575,61.34,95,86,9.51,overcast clouds
610,Azul,AR,-36.777,-59.8585,65.53,50,94,7.7,overcast clouds
611,Sakaiminato,JP,35.55,133.2333,78.06,80,100,6.24,overcast clouds
612,La Salle,US,41.3334,-89.0918,87.84,62,4,1.99,clear sky
613,Ratnagiri,IN,16.9833,73.3,80.85,85,100,17.9,overcast clouds
614,Great Yarmouth,GB,52.6083,1.7305,67.1,76,76,12.84,broken clouds
615,Isla Mujeres,MX,21.2311,-86.731,87.85,70,100,10.47,overcast clouds
616,Iskateley,RU,67.6803,53.1512,50.07,67,70,1.28,broken clouds
617,Zyryanka,RU,65.75,150.85,52.54,80,100,1.43,overcast clouds
618,Fare,PF,-16.7,-151.0167,77.45,68,81,16.08,broken clouds
619,Arona,ES,28.0996,-16.681,75.33,51,0,8.01,clear sky
620,Boulsa,BF,12.6675,-0.5758,92.46,39,69,9.42,broken clouds
621,Daytona Beach,US,29.2108,-81.0228,92.16,56,75,7.0,broken clouds
622,Ferme-Neuve,CA,46.7001,-75.4493,75.81,38,6,4.18,clear sky
623,Mandera,KE,3.9366,41.867,86.95,36,95,16.49,overcast clouds
624,Thinadhoo,MV,0.5333,72.9333,82.6,77,100,14.76,overcast clouds
625,Ibb,YE,13.9667,44.1833,63.97,90,100,2.59,overcast clouds
626,Natal,BR,-5.795,-35.2094,84.85,58,40,14.97,scattered clouds
627,Ambilobe,MG,-13.2,49.05,69.3,73,6,2.1,clear sky
628,Tiznit,MA,29.5833,-9.5,96.03,21,40,4.97,scattered clouds
629,Ayan,RU,56.45,138.1667,61.02,82,76,2.26,broken clouds
630,Karanja,IN,20.4833,77.4833,72.54,82,92,11.23,overcast clouds
631,Alyangula,AU,-13.8483,136.4192,73.24,85,65,6.87,broken clouds
632,Colesberg,ZA,-30.72,25.0972,34.74,60,0,12.64,clear sky
633,Kupang,ID,-10.1667,123.5833,71.92,80,1,7.72,clear sky
634,Ruwi,OM,23.5996,58.5507,96.69,44,0,7.16,clear sky
635,Mildura,AU,-34.2,142.15,44.56,93,90,6.91,overcast clouds
636,Peace River,CA,56.2501,-117.286,62.24,56,99,17.18,overcast clouds
637,Baykit,RU,61.67,96.37,63.03,84,79,1.39,broken clouds
638,Tautira,PF,-17.7333,-149.15,69.82,69,7,11.81,clear sky
639,Petauke,ZM,-14.2426,31.3253,65.75,62,77,12.21,broken clouds
640,Lewisporte,CA,49.2499,-55.0482,61.14,97,100,5.23,overcast clouds
641,Te Anau,NZ,-45.4167,167.7167,40.26,92,90,1.36,moderate rain
642,Whithorn,JM,18.2604,-78.0378,84.45,47,73,3.29,broken clouds
643,Novopskov,UA,49.5464,39.0899,67.68,55,0,7.18,clear sky
644,San Policarpo,PH,12.1791,125.5072,81.97,74,100,13.13,overcast clouds
645,Chai Badan,TH,15.2,101.1333,79.84,83,100,8.43,moderate rain
646,Nokia,FI,61.4667,23.5,66.56,42,0,3.0,clear sky
647,Makaryev,RU,57.8797,43.8069,56.41,93,68,6.76,light rain
648,Mayumba,GA,-3.432,10.6554,72.57,79,70,6.69,broken clouds
649,Ardmore,US,34.1743,-97.1436,86.4,70,75,10.36,broken clouds
650,Ouadda,CF,8.0777,22.4007,72.21,91,31,4.05,scattered clouds
651,Palauig,PH,15.435,119.9045,81.36,86,100,12.01,heavy intensity rain
652,Portales,US,34.1862,-103.3344,83.1,39,0,16.53,clear sky
653,Salinas,US,36.6777,-121.6555,59.85,82,75,0.0,broken clouds
654,Ciudad Valles,MX,21.9833,-99.0167,85.05,67,17,1.59,few clouds
655,Usak,TR,38.5,29.4167,75.42,37,0,20.49,clear sky
656,Eydhafushi,MV,5.1033,73.0708,83.25,74,90,11.39,overcast clouds
657,Mao,ES,39.8885,4.2658,88.36,40,0,14.97,clear sky
658,Aquiraz,BR,-3.9014,-38.3911,88.21,53,5,14.05,clear sky
659,Lasem,ID,-6.6922,111.4527,76.42,78,8,8.9,clear sky
660,Portage,US,41.1667,-81.1998,80.04,46,1,4.61,clear sky
661,Santa Barbara,US,34.7333,-120.0343,86.34,24,18,5.88,few clouds
662,Beya,RU,53.0533,90.9139,64.06,98,100,1.68,overcast clouds
663,Tulsipur,NP,28.131,82.2973,78.33,85,76,3.4,broken clouds
664,Bonthe,SL,7.5264,-12.505,74.95,94,100,11.12,moderate rain
665,Taiobeiras,BR,-15.8078,-42.2331,74.86,32,95,12.15,overcast clouds
666,Izazi,TZ,-7.2,35.7333,73.96,39,51,15.08,broken clouds
667,Robinson,US,31.4677,-97.1147,90.66,63,75,5.99,broken clouds
668,Morales,CO,2.757,-76.6172,70.36,59,93,5.35,overcast clouds
669,Gazanjyk,TM,39.2446,55.5154,96.39,12,0,1.74,clear sky
670,Sakakah,SA,29.9697,40.2064,96.28,19,0,10.13,clear sky
671,Stephenville,US,32.2207,-98.2023,87.89,62,75,13.8,broken clouds
672,Guarapari,BR,-20.6667,-40.4975,75.9,57,70,7.7,broken clouds
673,Gibsons,CA,49.3997,-123.5027,69.76,64,41,6.62,scattered clouds
674,Braintree,GB,51.8782,0.5529,70.3,71,41,14.34,scattered clouds
675,Pangody,RU,65.85,74.4859,54.88,92,68,29.84,broken clouds
676,Atbasar,KZ,51.8,68.3333,75.43,37,2,8.59,clear sky
677,Cozumel,MX,20.5083,-86.9458,87.87,80,75,7.0,broken clouds
